Year Opened,state,county,county_id,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,Power_Capacity_Level3_kW,Power_Capacity_Level1_kW,Power_Capacity_Level2_kW,Power_Capacity_kW,All_Ports,id
2021,New York,Niagara County,36063,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,36063
2021,New York,Oneida County,36065,0.0,0.0,62.0,0.0,0.0,806.0,806.0,62.0,36065
2021,New York,Onondaga County,36067,15.0,0.0,112.0,3000.0,0.0,1456.0,4456.0,127.0,36067
2021,New York,Ontario County,36069,0.0,0.0,13.0,0.0,0.0,169.0,169.0,13.0,36069
2021,New York,Oswego County,36075,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,36075
2021,New York,Otsego County,36077,4.0,0.0,7.0,800.0,0.0,91.0,891.0,11.0,36077
2021,New York,Queens County,36081,15.0,0.0,30.0,3000.0,0.0,390.0,3390.0,45.0,36081
2021,New York,Rensselaer County,36083,0.0,0.0,114.0,0.0,0.0,1482.0,1482.0,114.0,36083
2021,New York,Richmond County,36085,4.0,0.0,8.0,800.0,0.0,104.0,904.0,12.0,36085
2021,New York,Rockland County,36087,0.0,0.0,20.0,0.0,0.0,260.0,260.0,20.0,36087
2021,New York,Saratoga County,36091,8.0,0.0,158.0,1600.0,0.0,2054.0,3654.0,166.0,36091
2021,New York,Schenectady County,36093,0.0,0.0,129.0,0.0,0.0,1677.0,1677.0,129.0,36093
2021,New York,Schoharie County,36095,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,36095
2021,New York,Montgomery County,36057,0.0,0.0,30.0,0.0,0.0,390.0,390.0,30.0,36057
2021,New York,Madison County,36053,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,36053
2021,New York,Bronx County,36005,0.0,0.0,29.0,0.0,0.0,377.0,377.0,29.0,36005
2021,New York,Lewis County,36049,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,36049
2021,New York,Broome County,36007,8.0,0.0,15.0,1600.0,0.0,195.0,1795.0,23.0,36007
2021,New York,Cayuga County,36011,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,36011
2021,New York,Chenango County,36017,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,36017
2021,New York,Clinton County,36019,4.0,0.0,6.0,800.0,0.0,78.0,878.0,10.0,36019
2021,New York,Columbia County,36021,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,36021
2021,New York,Cortland County,36023,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,36023
2021,New York,Delaware County,36025,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,36025
2021,New York,Dutchess County,36027,1.0,0.0,53.0,200.0,0.0,689.0,889.0,54.0,36027
2021,New York,Erie County,36029,6.0,0.0,190.0,1200.0,0.0,2470.0,3670.0,196.0,36029
2021,New York,Franklin County,36033,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,36033
2021,New York,Genesee County,36037,2.0,0.0,0.0,400.0,0.0,0.0,400.0,2.0,36037
2021,New York,Hamilton County,36041,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,36041
2021,New York,Herkimer County,36043,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,36043
2021,New York,Jefferson County,36045,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,36045
2021,New York,Kings County,36047,50.0,0.0,64.0,10000.0,0.0,832.0,10832.0,114.0,36047
2021,Michigan,Van Buren County,26159,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,26159
2021,Michigan,St. Clair County,26147,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,26147
2021,Michigan,Shiawassee County,26155,1.0,0.0,0.0,200.0,0.0,0.0,200.0,1.0,26155
2021,Iowa,Clayton County,19043,0.0,0.0,8.0,0.0,0.0,104.0,104.0,8.0,19043
2021,Iowa,Delaware County,19055,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,19055
2021,Iowa,Des Moines County,19057,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,19057
2021,Iowa,Dubuque County,19061,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,19061
2021,Iowa,Henry County,19087,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,19087
2021,Iowa,Jasper County,19099,2.0,0.0,0.0,400.0,0.0,0.0,400.0,2.0,19099
2021,Iowa,Lee County,19111,0.0,0.0,8.0,0.0,0.0,104.0,104.0,8.0,19111
2021,Iowa,Linn County,19113,0.0,0.0,9.0,0.0,0.0,117.0,117.0,9.0,19113
2021,Iowa,Lyon County,19119,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,19119
2021,Iowa,Marshall County,19127,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,19127
2021,Iowa,Mitchell County,19131,0.0,0.0,8.0,0.0,0.0,104.0,104.0,8.0,19131
2021,Iowa,Plymouth County,19149,2.0,0.0,0.0,400.0,0.0,0.0,400.0,2.0,19149
2021,Iowa,Pottawattamie County,19155,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,19155
2021,Iowa,Scott County,19163,4.0,0.0,2.0,800.0,0.0,26.0,826.0,6.0,19163
2021,Iowa,Shelby County,19165,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,19165
2021,Iowa,Story County,19169,2.0,0.0,4.0,400.0,0.0,52.0,452.0,6.0,19169
2021,Iowa,Dallas County,19049,6.0,0.0,0.0,1200.0,0.0,0.0,1200.0,6.0,19049
2021,Iowa,Cerro Gordo County,19033,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,19033
2021,Iowa,Woodbury County,19193,8.0,0.0,2.0,1600.0,0.0,26.0,1626.0,10.0,19193
2021,Iowa,Carroll County,19027,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,19027
2021,Georgia,Rabun County,13241,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,13241
2021,Georgia,Richmond County,13245,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,13245
2021,Georgia,Rockdale County,13247,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,13247
2021,Georgia,Sumter County,13261,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,13261
2021,Georgia,Tattnall County,13267,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,13267
2021,Georgia,Tift County,13277,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,13277
2021,Georgia,Toombs County,13279,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,13279
2021,Georgia,Union County,13291,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13291
2021,Georgia,Walton County,13297,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13297
2021,Georgia,White County,13311,2.0,0.0,3.0,400.0,0.0,39.0,439.0,5.0,13311
2021,Georgia,Whitfield County,13313,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,13313
2021,Hawaii,Hawaii County,15001,1.0,0.0,15.0,200.0,0.0,195.0,395.0,16.0,15001
2021,Hawaii,Kauai County,15007,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,15007
2021,Hawaii,Maui County,15009,0.0,0.0,16.0,0.0,0.0,208.0,208.0,16.0,15009
2021,Iowa,Black Hawk County,19013,8.0,0.0,1.0,1600.0,0.0,13.0,1613.0,9.0,19013
2021,Iowa,Warren County,19181,1.0,0.0,0.0,200.0,0.0,0.0,200.0,1.0,19181
2021,Iowa,Worth County,19195,1.0,0.0,0.0,200.0,0.0,0.0,200.0,1.0,19195
2021,Georgia,Oconee County,13219,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,13219
2021,Illinois,Madison County,17119,9.0,0.0,17.0,1800.0,0.0,221.0,2021.0,26.0,17119
2021,Illinois,McLean County,17113,12.0,0.0,1.0,2400.0,0.0,13.0,2413.0,13.0,17113
2021,Illinois,Ogle County,17141,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,17141
2021,Illinois,Rock Island County,17161,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,17161
2021,Illinois,St. Clair County,17163,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,17163
2021,Illinois,Stephenson County,17177,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,17177
2021,Illinois,Vermilion County,17183,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,17183
2021,Illinois,Whiteside County,17195,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,17195
2021,Illinois,Will County,17197,0.0,0.0,22.0,0.0,0.0,286.0,286.0,22.0,17197
2021,Illinois,Winnebago County,17201,12.0,0.0,0.0,2400.0,0.0,0.0,2400.0,12.0,17201
2021,Indiana,Allen County,18003,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,18003
2021,Indiana,Bartholomew County,18005,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,18005
2021,Indiana,Boone County,18011,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,18011
2021,Indiana,Dubois County,18037,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,18037
2021,Indiana,Elkhart County,18039,8.0,0.0,2.0,1600.0,0.0,26.0,1626.0,10.0,18039
2021,Indiana,Fountain County,18045,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,18045
2021,Illinois,McHenry County,17111,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,17111
2021,Illinois,Livingston County,17105,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,17105
2021,Idaho,Blaine County,16013,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,16013
2021,Illinois,Kendall County,17093,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,17093
2021,Idaho,Bonneville County,16019,0.0,0.0,23.0,0.0,0.0,299.0,299.0,23.0,16019
2021,Idaho,Butte County,16023,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,16023
2021,Idaho,Latah County,16057,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,16057
2021,Idaho,Valley County,16085,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,16085
2021,Idaho,Washington County,16087,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,16087
2021,Illinois,Adams County,17001,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,17001
2021,Illinois,Bureau County,17011,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,17011
2021,Illinois,Champaign County,17019,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,17019
2021,Illinois,Clark County,17023,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,17023
2021,Illinois,DeKalb County,17037,0.0,0.0,15.0,0.0,0.0,195.0,195.0,15.0,17037
2021,Illinois,Douglas County,17041,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,17041
2021,Illinois,DuPage County,17043,9.0,0.0,44.0,1800.0,0.0,572.0,2372.0,53.0,17043
2021,Illinois,Effingham County,17049,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,17049
2021,Illinois,Jo Daviess County,17085,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,17085
2021,Illinois,Kankakee County,17091,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,17091
2021,Georgia,Pierce County,13229,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,13229
2021,Georgia,Newton County,13217,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,13217
2021,Indiana,Hamilton County,18057,1.0,0.0,8.0,200.0,0.0,104.0,304.0,9.0,18057
2021,Florida,Martin County,12085,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,12085
2021,Florida,Okaloosa County,12091,8.0,0.0,6.0,1600.0,0.0,78.0,1678.0,14.0,12091
2021,Florida,Okeechobee County,12093,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,12093
2021,Florida,Osceola County,12097,4.0,0.0,49.0,800.0,0.0,637.0,1437.0,53.0,12097
2021,Florida,Palm Beach County,12099,27.0,0.0,159.0,5400.0,0.0,2067.0,7467.0,186.0,12099
2021,Florida,Pasco County,12101,8.0,0.0,25.0,1600.0,0.0,325.0,1925.0,33.0,12101
2021,Florida,Polk County,12105,12.0,0.0,6.0,2400.0,0.0,78.0,2478.0,18.0,12105
2021,Florida,Sarasota County,12115,6.0,0.0,64.0,1200.0,0.0,832.0,2032.0,70.0,12115
2021,Florida,Seminole County,12117,2.0,0.0,20.0,400.0,0.0,260.0,660.0,22.0,12117
2021,Florida,St. Johns County,12109,16.0,0.0,4.0,3200.0,0.0,52.0,3252.0,20.0,12109
2021,Florida,St. Lucie County,12111,24.0,0.0,1.0,4800.0,0.0,13.0,4813.0,25.0,12111
2021,Florida,Taylor County,12123,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,12123
2021,Florida,Volusia County,12127,11.0,0.0,18.0,2200.0,0.0,234.0,2434.0,29.0,12127
2021,Florida,Walton County,12131,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,12131
2021,Georgia,Baldwin County,13009,2.0,0.0,0.0,400.0,0.0,0.0,400.0,2.0,13009
2021,Georgia,Barrow County,13013,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,13013
2021,Florida,Nassau County,12089,14.0,0.0,0.0,2800.0,0.0,0.0,2800.0,14.0,12089
2021,Florida,Manatee County,12081,4.0,0.0,19.0,800.0,0.0,247.0,1047.0,23.0,12081
2021,Georgia,Bibb County,13021,2.0,0.0,6.0,400.0,0.0,78.0,478.0,8.0,13021
2021,Florida,Lee County,12071,6.0,0.0,35.0,1200.0,0.0,455.0,1655.0,41.0,12071
2021,Delaware,Kent County,10001,3.0,0.0,4.0,600.0,0.0,52.0,652.0,7.0,10001
2021,Delaware,Sussex County,10005,10.0,0.0,26.0,2000.0,0.0,338.0,2338.0,36.0,10005
2021,Florida,Bay County,12005,0.0,0.0,17.0,0.0,0.0,221.0,221.0,17.0,12005
2021,Florida,Broward County,12011,30.0,0.0,176.0,6000.0,0.0,2288.0,8288.0,206.0,12011
2021,Florida,Charlotte County,12015,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,12015
2021,Florida,Citrus County,12017,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,12017
2021,Florida,Collier County,12021,8.0,0.0,11.0,1600.0,0.0,143.0,1743.0,19.0,12021
2021,Florida,Columbia County,12023,6.0,0.0,8.0,1200.0,0.0,104.0,1304.0,14.0,12023
2021,Florida,DeSoto County,12027,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,12027
2021,Florida,Escambia County,12033,1.0,0.0,1.0,200.0,0.0,13.0,213.0,2.0,12033
2021,Florida,Flagler County,12035,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,12035
2021,Florida,Hendry County,12051,5.0,0.0,0.0,1000.0,0.0,0.0,1000.0,5.0,12051
2021,Florida,Hillsborough County,12057,0.0,0.0,79.0,0.0,0.0,1027.0,1027.0,79.0,12057
2021,Florida,Jackson County,12063,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,12063
2021,Florida,Lake County,12069,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,12069
2021,Georgia,Bartow County,13015,8.0,0.0,4.0,1600.0,0.0,52.0,1652.0,12.0,13015
2021,Georgia,Bryan County,13029,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,13029
2021,Georgia,Muscogee County,13215,14.0,0.0,4.0,2800.0,0.0,52.0,2852.0,18.0,13215
2021,Georgia,Forsyth County,13117,4.0,0.0,5.0,800.0,0.0,65.0,865.0,9.0,13117
2021,Georgia,Glynn County,13127,2.0,0.0,23.0,400.0,0.0,299.0,699.0,25.0,13127
2021,Georgia,Greene County,13133,2.0,0.0,0.0,400.0,0.0,0.0,400.0,2.0,13133
2021,Georgia,Gwinnett County,13135,9.0,0.0,61.0,1800.0,0.0,793.0,2593.0,70.0,13135
