Year Opened,state,county,county_id,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,Power_Capacity_Level3_kW,Power_Capacity_Level1_kW,Power_Capacity_Level2_kW,Power_Capacity_kW,All_Ports,id
2020,Massachusetts,Hampden County,25013,4.0,0.0,40.0,800.0,0.0,520.0,1320.0,44.0,25013
2020,Massachusetts,Hampshire County,25015,0.0,0.0,40.0,0.0,0.0,520.0,520.0,40.0,25015
2020,Massachusetts,Nantucket County,25019,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,25019
2020,Massachusetts,Suffolk County,25025,8.0,0.0,158.0,1600.0,0.0,2054.0,3654.0,166.0,25025
2020,Maryland,Frederick County,24021,5.0,0.0,19.0,1000.0,0.0,247.0,1247.0,24.0,24021
2020,Massachusetts,Worcester County,25027,12.0,0.0,50.0,2400.0,0.0,650.0,3050.0,62.0,25027
2020,Maryland,Allegany County,24001,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,24001
2020,Maryland,Anne Arundel County,24003,15.0,0.0,45.0,3000.0,0.0,585.0,3585.0,60.0,24003
2020,Maryland,Baltimore County,24005,8.0,0.0,52.0,1600.0,0.0,676.0,2276.0,60.0,24005
2020,Maryland,Baltimore city,24510,14.0,0.0,16.0,2800.0,0.0,208.0,3008.0,30.0,24510
2020,Maryland,Carroll County,24013,1.0,0.0,26.0,200.0,0.0,338.0,538.0,27.0,24013
2020,Maryland,Dorchester County,24019,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,24019
2020,Colorado,Montrose County,8085,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,8085
2020,Colorado,Mineral County,8079,1.0,0.0,0.0,200.0,0.0,0.0,200.0,1.0,8079
2019,Oklahoma,Garfield County,40047,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,40047
2020,Colorado,Mesa County,8077,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,8077
2019,Texas,Denton County,48121,7.0,0.0,6.0,1400.0,0.0,78.0,1478.0,13.0,48121
2019,Texas,Eastland County,48133,12.0,0.0,0.0,2400.0,0.0,0.0,2400.0,12.0,48133
2019,Texas,El Paso County,48141,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48141
2019,Texas,Ellis County,48139,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48139
2019,Texas,Fort Bend County,48157,11.0,0.0,1.0,2200.0,0.0,13.0,2213.0,12.0,48157
2019,Texas,Galveston County,48167,3.0,0.0,1.0,600.0,0.0,13.0,613.0,4.0,48167
2019,Texas,Gillespie County,48171,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,48171
2019,Texas,Grayson County,48181,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,48181
2019,Texas,Guadalupe County,48187,2.0,0.0,0.0,400.0,0.0,0.0,400.0,2.0,48187
2019,Texas,Harris County,48201,33.0,0.0,60.0,6600.0,0.0,780.0,7380.0,93.0,48201
2019,Texas,Johnson County,48251,1.0,0.0,0.0,200.0,0.0,0.0,200.0,1.0,48251
2019,Texas,Kendall County,48259,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,48259
2019,Texas,Kimble County,48267,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48267
2019,Texas,Lee County,48287,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,48287
2019,Texas,Llano County,48299,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,48299
2019,Texas,Lubbock County,48303,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,48303
2019,Texas,Madison County,48313,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48313
2019,Texas,Dallas County,48113,1.0,0.0,99.0,200.0,0.0,1287.0,1487.0,100.0,48113
2019,Texas,Culberson County,48109,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48109
2019,Texas,Coryell County,48099,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48099
2019,Tennessee,Washington County,47179,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,47179
2019,Tennessee,Davidson County,47037,25.0,0.0,26.0,5000.0,0.0,338.0,5338.0,51.0,47037
2019,Tennessee,Henry County,47079,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,47079
2019,Tennessee,Knox County,47093,4.0,0.0,5.0,800.0,0.0,65.0,865.0,9.0,47093
2019,Tennessee,Madison County,47113,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,47113
2019,Tennessee,Putnam County,47141,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,47141
2019,Tennessee,Rutherford County,47149,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,47149
2019,Tennessee,Sevier County,47155,1.0,0.0,3.0,200.0,0.0,39.0,239.0,4.0,47155
2019,Tennessee,Williamson County,47187,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,47187
2019,Texas,Colorado County,48089,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48089
2019,Tennessee,Wilson County,47189,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,47189
2019,Texas,Bexar County,48029,18.0,0.0,19.0,3600.0,0.0,247.0,3847.0,37.0,48029
2019,Texas,Brazoria County,48039,3.0,0.0,1.0,600.0,0.0,13.0,613.0,4.0,48039
2019,Texas,Brazos County,48041,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,48041
2019,Texas,Cameron County,48061,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,48061
2019,Texas,Clay County,48077,12.0,0.0,0.0,2400.0,0.0,0.0,2400.0,12.0,48077
2019,Texas,Collin County,48085,0.0,0.0,44.0,0.0,0.0,572.0,572.0,44.0,48085
2019,Texas,Maverick County,48323,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,48323
2019,Texas,McCulloch County,48307,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48307
2019,Texas,McLennan County,48309,6.0,0.0,0.0,1200.0,0.0,0.0,1200.0,6.0,48309
2019,Utah,Washington County,49053,4.0,0.0,1.0,800.0,0.0,13.0,813.0,5.0,49053
2019,Utah,Kane County,49025,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,49025
2019,Utah,Millard County,49027,4.0,0.0,4.0,800.0,0.0,52.0,852.0,8.0,49027
2019,Utah,Salt Lake County,49035,11.0,0.0,82.0,2200.0,0.0,1066.0,3266.0,93.0,49035
2019,Utah,Sevier County,49041,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,49041
2019,Utah,Summit County,49043,0.0,0.0,26.0,0.0,0.0,338.0,338.0,26.0,49043
2019,Utah,Utah County,49049,5.0,0.0,11.0,1000.0,0.0,143.0,1143.0,16.0,49049
2019,Utah,Wasatch County,49051,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,49051
2019,Utah,Weber County,49057,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,49057
2019,Utah,Emery County,49015,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,49015
2019,Virginia,Albemarle County,51003,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,51003
2019,Virginia,Alexandria city,51510,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,51510
2019,Virginia,Arlington County,51013,18.0,0.0,51.0,3600.0,0.0,663.0,4263.0,69.0,51013
2019,Virginia,Augusta County,51015,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,51015
2019,Virginia,Bath County,51017,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,51017
2019,Virginia,Chesterfield County,51041,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,51041
2019,Virginia,Fairfax County,51059,31.0,0.0,70.0,6200.0,0.0,910.0,7110.0,101.0,51059
2019,Utah,Iron County,49021,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,49021
2019,Utah,Davis County,49011,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,49011
2019,Texas,Midland County,48329,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48329
2019,Texas,Rockwall County,48397,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48397
2019,Texas,Montgomery County,48339,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,48339
2019,Texas,Nolan County,48353,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48353
2019,Texas,Ochiltree County,48357,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48357
2019,Texas,Orange County,48361,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48361
2019,Texas,Pecos County,48371,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48371
2019,Texas,Potter County,48375,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48375
2019,Texas,Reeves County,48389,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48389
2019,Texas,Taylor County,48441,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,48441
2019,Utah,Cache County,49005,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,49005
2019,Texas,Titus County,48449,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,48449
2019,Texas,Travis County,48453,19.0,0.0,53.0,3800.0,0.0,689.0,4489.0,72.0,48453
2019,Texas,Van Zandt County,48467,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,48467
2019,Texas,Walker County,48471,4.0,0.0,2.0,800.0,0.0,26.0,826.0,6.0,48471
2019,Texas,Williamson County,48491,10.0,0.0,7.0,2000.0,0.0,91.0,2091.0,17.0,48491
2019,Utah,Beaver County,49001,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,49001
2019,Utah,Box Elder County,49003,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,49003
2019,Tennessee,Coffee County,47031,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,47031
2019,Tennessee,Blount County,47009,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,47009
2019,South Dakota,Pennington County,46103,8.0,0.0,10.0,1600.0,0.0,130.0,1730.0,18.0,46103
2019,Oregon,Union County,41061,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,41061
2019,Oregon,Linn County,41043,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,41043
2019,Oregon,Marion County,41047,4.0,0.0,9.0,800.0,0.0,117.0,917.0,13.0,41047
2019,Oregon,Morrow County,41049,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,41049
2019,Oregon,Multnomah County,41051,6.0,0.0,30.0,1200.0,0.0,390.0,1590.0,36.0,41051
2019,Oregon,Polk County,41053,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,41053
2019,Oregon,Tillamook County,41057,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,41057
2019,Oregon,Umatilla County,41059,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,41059
2019,Oregon,Wasco County,41065,5.0,0.0,4.0,1000.0,0.0,52.0,1052.0,9.0,41065
2019,Oregon,Lane County,41039,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,41039
2019,Oregon,Washington County,41067,17.0,0.0,65.0,3400.0,0.0,845.0,4245.0,82.0,41067
2019,Oregon,Wheeler County,41069,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,41069
2019,Oregon,Yamhill County,41071,0.0,0.0,7.0,0.0,0.0,91.0,91.0,7.0,41071
2019,Pennsylvania,Adams County,42001,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42001
2019,Pennsylvania,Allegheny County,42003,8.0,0.0,45.0,1600.0,0.0,585.0,2185.0,53.0,42003
2019,Pennsylvania,Bedford County,42009,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42009
2019,Pennsylvania,Berks County,42011,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42011
2019,Oregon,Lincoln County,41041,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,41041
2019,Oregon,Jefferson County,41031,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,41031
2019,Pennsylvania,Bucks County,42017,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,42017
2019,Oklahoma,Rogers County,40131,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,40131
2019,Oklahoma,Garvin County,40049,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,40049
2019,Oklahoma,Le Flore County,40079,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,40079
2019,Oklahoma,Oklahoma County,40109,20.0,0.0,10.0,4000.0,0.0,130.0,4130.0,30.0,40109
2019,Oklahoma,Osage County,40113,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,40113
2019,Oklahoma,Ottawa County,40115,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,40115
2019,Oklahoma,Payne County,40119,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,40119
2019,Oklahoma,Pontotoc County,40123,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,40123
2019,Oklahoma,Tillman County,40141,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,40141
2019,Oregon,Jackson County,41029,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,41029
2019,Oklahoma,Tulsa County,40143,14.0,0.0,18.0,2800.0,0.0,234.0,3034.0,32.0,40143
2019,Oregon,Benton County,41003,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,41003
2019,Oregon,Clackamas County,41005,0.0,0.0,46.0,0.0,0.0,598.0,598.0,46.0,41005
2019,Oregon,Columbia County,41009,2.0,0.0,0.0,400.0,0.0,0.0,400.0,2.0,41009
2019,Oregon,Coos County,41011,8.0,0.0,2.0,1600.0,0.0,26.0,1626.0,10.0,41011
2019,Oregon,Deschutes County,41017,0.0,0.0,16.0,0.0,0.0,208.0,208.0,16.0,41017
2019,Oregon,Hood River County,41027,4.0,0.0,3.0,800.0,0.0,39.0,839.0,7.0,41027
2019,Pennsylvania,Blair County,42013,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42013
2019,Pennsylvania,Butler County,42019,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42019
2019,South Dakota,Minnehaha County,46099,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,46099
2019,South Carolina,Greenville County,45045,4.0,0.0,10.0,800.0,0.0,130.0,930.0,14.0,45045
2019,Rhode Island,Providence County,44007,0.0,0.0,36.0,0.0,0.0,468.0,468.0,36.0,44007
2019,Rhode Island,Washington County,44009,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,44009
2019,South Carolina,Beaufort County,45013,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,45013
2019,South Carolina,Berkeley County,45015,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,45015
2019,South Carolina,Charleston County,45019,4.0,0.0,10.0,800.0,0.0,130.0,930.0,14.0,45019
2019,South Carolina,Colleton County,45029,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,45029
2019,South Carolina,Florence County,45041,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,45041
2019,South Carolina,Horry County,45051,0.0,0.0,3.0,0.0,0.0,39.0,39.0,3.0,45051
2019,Rhode Island,Bristol County,44001,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,44001
2019,South Carolina,Lancaster County,45057,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,45057
2019,South Carolina,Lexington County,45063,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,45063
2019,South Carolina,Oconee County,45073,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,45073
2019,South Carolina,Richland County,45079,1.0,0.0,10.0,200.0,0.0,130.0,330.0,11.0,45079
2019,South Carolina,York County,45091,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,45091
2019,South Dakota,Clay County,46027,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,46027
2019,South Dakota,Lawrence County,46081,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,46081
2019,Rhode Island,Kent County,44003,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,44003
2019,Pennsylvania,York County,42133,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,42133
2019,Pennsylvania,Centre County,42027,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,42027
2019,Pennsylvania,Indiana County,42063,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42063
2019,Pennsylvania,Chester County,42029,0.0,0.0,46.0,0.0,0.0,598.0,598.0,46.0,42029
2019,Pennsylvania,Clearfield County,42033,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,42033
2019,Pennsylvania,Crawford County,42039,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,42039
2019,Pennsylvania,Dauphin County,42043,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,42043
2019,Pennsylvania,Delaware County,42045,1.0,0.0,17.0,200.0,0.0,221.0,421.0,18.0,42045
2019,Pennsylvania,Franklin County,42055,0.0,0.0,14.0,0.0,0.0,182.0,182.0,14.0,42055
2019,Pennsylvania,Fulton County,42057,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42057
2019,Pennsylvania,Lancaster County,42071,0.0,0.0,22.0,0.0,0.0,286.0,286.0,22.0,42071
2019,Pennsylvania,Westmoreland County,42129,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,42129
2019,Pennsylvania,Lehigh County,42077,0.0,0.0,25.0,0.0,0.0,325.0,325.0,25.0,42077
2019,Pennsylvania,Luzerne County,42079,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42079
2019,Pennsylvania,Mercer County,42085,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42085
2019,Pennsylvania,Monroe County,42089,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,42089
2019,Pennsylvania,Montgomery County,42091,6.0,0.0,46.0,1200.0,0.0,598.0,1798.0,52.0,42091
2019,Pennsylvania,Northampton County,42095,0.0,0.0,13.0,0.0,0.0,169.0,169.0,13.0,42095
2019,Pennsylvania,Wayne County,42127,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,42127
2019,Virginia,Fairfax city,51600,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,51600
2019,Virginia,Frederick County,51069,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,51069
2019,Virginia,Hampton city,51650,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,51650
2020,California,Mendocino County,6045,7.0,0.0,16.0,1400.0,0.0,208.0,1608.0,23.0,6045
2020,California,Inyo County,6027,21.0,0.0,4.0,4200.0,0.0,52.0,4252.0,25.0,6027
2020,California,Kern County,6029,10.0,0.0,35.0,2000.0,0.0,455.0,2455.0,45.0,6029
2020,California,Kings County,6031,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,6031
2020,California,Lake County,6033,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,6033
2020,California,Lassen County,6035,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,6035
2020,California,Madera County,6039,19.0,0.0,12.0,3800.0,0.0,156.0,3956.0,31.0,6039
2020,California,Marin County,6041,61.0,0.0,204.0,12200.0,0.0,2652.0,14852.0,265.0,6041
2020,California,Merced County,6047,1.0,0.0,6.0,200.0,0.0,78.0,278.0,7.0,6047
2020,California,Humboldt County,6023,8.0,0.0,20.0,1600.0,0.0,260.0,1860.0,28.0,6023
2020,California,Napa County,6055,0.0,0.0,53.0,0.0,0.0,689.0,689.0,53.0,6055
2020,California,Nevada County,6057,5.0,0.0,4.0,1000.0,0.0,52.0,1052.0,9.0,6057
2020,California,Orange County,6059,177.0,0.0,650.0,35400.0,0.0,8450.0,43850.0,827.0,6059
2020,California,Placer County,6061,35.0,0.0,36.0,7000.0,0.0,468.0,7468.0,71.0,6061
2020,California,Riverside County,6065,73.0,0.0,197.0,14600.0,0.0,2561.0,17161.0,270.0,6065
2020,California,Sacramento County,6067,28.0,0.0,100.0,5600.0,0.0,1300.0,6900.0,128.0,6067
2020,California,San Benito County,6069,1.0,0.0,6.0,200.0,0.0,78.0,278.0,7.0,6069
2020,California,Imperial County,6025,4.0,0.0,8.0,800.0,0.0,104.0,904.0,12.0,6025
2020,California,Glenn County,6021,10.0,0.0,4.0,2000.0,0.0,52.0,2052.0,14.0,6021
2020,California,San Diego County,6073,83.0,0.0,432.0,16600.0,0.0,5616.0,22216.0,515.0,6073
2020,Arizona,Pinal County,4021,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,4021
2020,Arkansas,Washington County,5143,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,5143
2020,Arizona,Coconino County,4005,12.0,0.0,10.0,2400.0,0.0,130.0,2530.0,22.0,4005
2020,Arizona,Graham County,4009,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,4009
2020,Arizona,La Paz County,4012,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,4012
2020,Arizona,Maricopa County,4013,4.0,0.0,108.0,800.0,0.0,1404.0,2204.0,112.0,4013
2020,Arizona,Mohave County,4015,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,4015
2020,Arizona,Pima County,4019,0.0,0.0,16.0,0.0,0.0,208.0,208.0,16.0,4019
2020,Arizona,Yavapai County,4025,0.0,0.0,17.0,0.0,0.0,221.0,221.0,17.0,4025
2020,California,Fresno County,6019,110.0,0.0,133.0,22000.0,0.0,1729.0,23729.0,243.0,6019
2020,Arizona,Yuma County,4027,12.0,0.0,0.0,2400.0,0.0,0.0,2400.0,12.0,4027
2020,California,Alameda County,6001,102.0,0.0,308.0,20400.0,0.0,4004.0,24404.0,410.0,6001
2020,California,Alpine County,6003,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,6003
2020,California,Amador County,6005,8.0,0.0,4.0,1600.0,0.0,52.0,1652.0,12.0,6005
2020,California,Butte County,6007,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,6007
2020,California,Del Norte County,6015,1.0,0.0,4.0,200.0,0.0,52.0,252.0,5.0,6015
2020,California,El Dorado County,6017,5.0,0.0,13.0,1000.0,0.0,169.0,1169.0,18.0,6017
2020,California,San Bernardino County,6071,69.0,0.0,155.0,13800.0,0.0,2015.0,15815.0,224.0,6071
2020,California,San Francisco County,6075,27.0,0.0,210.0,5400.0,0.0,2730.0,8130.0,237.0,6075
2020,Arkansas,Franklin County,5047,8.0,0.0,0.0,1600.0,0.0,0.0,1600.0,8.0,5047
2020,Colorado,El Paso County,8041,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,8041
2020,Colorado,Broomfield County,8014,0.0,0.0,12.0,0.0,0.0,156.0,156.0,12.0,8014
2020,Colorado,Chaffee County,8015,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8015
2020,Colorado,Clear Creek County,8019,8.0,0.0,2.0,1600.0,0.0,26.0,1626.0,10.0,8019
2020,Colorado,Delta County,8029,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8029
2020,Colorado,Denver County,8031,6.0,0.0,154.0,1200.0,0.0,2002.0,3202.0,160.0,8031
2020,Colorado,Douglas County,8035,4.0,0.0,12.0,800.0,0.0,156.0,956.0,16.0,8035
2020,Colorado,Eagle County,8037,4.0,0.0,17.0,800.0,0.0,221.0,1021.0,21.0,8037
2020,Colorado,Garfield County,8045,1.0,0.0,14.0,200.0,0.0,182.0,382.0,15.0,8045
2020,Colorado,Arapahoe County,8005,15.0,0.0,35.0,3000.0,0.0,455.0,3455.0,50.0,8005
2020,Colorado,Grand County,8049,9.0,0.0,2.0,1800.0,0.0,26.0,1826.0,11.0,8049
2020,Colorado,Gunnison County,8051,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,8051
2020,Colorado,Hinsdale County,8053,1.0,0.0,0.0,200.0,0.0,0.0,200.0,1.0,8053
2020,Colorado,Jefferson County,8059,41.0,0.0,74.0,8200.0,0.0,962.0,9162.0,115.0,8059
2020,Colorado,La Plata County,8067,0.0,0.0,10.0,0.0,0.0,130.0,130.0,10.0,8067
2020,Colorado,Larimer County,8069,0.0,0.0,31.0,0.0,0.0,403.0,403.0,31.0,8069
2020,Colorado,Las Animas County,8071,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8071
2020,Colorado,Boulder County,8013,16.0,0.0,136.0,3200.0,0.0,1768.0,4968.0,152.0,8013
2020,Colorado,Alamosa County,8003,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,8003
2020,California,San Joaquin County,6077,39.0,0.0,23.0,7800.0,0.0,299.0,8099.0,62.0,6077
2020,California,Solano County,6095,2.0,0.0,29.0,400.0,0.0,377.0,777.0,31.0,6095
2020,California,San Luis Obispo County,6079,45.0,0.0,29.0,9000.0,0.0,377.0,9377.0,74.0,6079
2020,California,San Mateo County,6081,37.0,0.0,382.0,7400.0,0.0,4966.0,12366.0,419.0,6081
2020,California,Santa Barbara County,6083,14.0,0.0,66.0,2800.0,0.0,858.0,3658.0,80.0,6083
2020,California,Santa Clara County,6085,162.0,0.0,886.0,32400.0,0.0,11518.0,43918.0,1048.0,6085
2020,California,Santa Cruz County,6087,33.0,0.0,42.0,6600.0,0.0,546.0,7146.0,75.0,6087
2020,California,Shasta County,6089,5.0,0.0,2.0,1000.0,0.0,26.0,1026.0,7.0,6089
2020,California,Siskiyou County,6093,3.0,0.0,2.0,600.0,0.0,26.0,626.0,5.0,6093
2020,California,Stanislaus County,6099,20.0,0.0,8.0,4000.0,0.0,104.0,4104.0,28.0,6099
2020,Colorado,Adams County,8001,29.0,0.0,39.0,5800.0,0.0,507.0,6307.0,68.0,8001
2020,California,Sutter County,6101,2.0,0.0,2.0,400.0,0.0,26.0,426.0,4.0,6101
2020,California,Tehama County,6103,0.0,0.0,2.0,0.0,0.0,26.0,26.0,2.0,6103
2020,California,Tulare County,6107,48.0,0.0,13.0,9600.0,0.0,169.0,9769.0,61.0,6107
2020,California,Tuolumne County,6109,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,6109
2020,California,Ventura County,6111,26.0,0.0,106.0,5200.0,0.0,1378.0,6578.0,132.0,6111
2020,California,Yolo County,6113,8.0,0.0,30.0,1600.0,0.0,390.0,1990.0,38.0,6113
2020,California,Yuba County,6115,0.0,0.0,5.0,0.0,0.0,65.0,65.0,5.0,6115
2020,Arkansas,Pulaski County,5119,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,5119
2020,Arkansas,Crittenden County,5035,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,5035
2019,Virginia,Henrico County,51087,0.0,0.0,8.0,0.0,0.0,104.0,104.0,8.0,51087
2019,Washington,King County,53033,54.0,0.0,242.0,10800.0,0.0,3146.0,13946.0,296.0,53033
2019,Washington,Adams County,53001,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,53001
2019,Washington,Benton County,53005,1.0,0.0,2.0,200.0,0.0,26.0,226.0,3.0,53005
2019,Washington,Chelan County,53007,0.0,0.0,1.0,0.0,0.0,13.0,13.0,1.0,53007
2019,Washington,Clallam County,53009,0.0,0.0,4.0,0.0,0.0,52.0,52.0,4.0,53009
2019,Washington,Clark County,53011,9.0,0.0,26.0,1800.0,0.0,338.0,2138.0,35.0,53011
2019,Washington,Cowlitz County,53015,4.0,0.0,0.0,800.0,0.0,0.0,800.0,4.0,53015
2019,Washington,Island County,53029,0.0,0.0,6.0,0.0,0.0,78.0,78.0,6.0,53029
